Customer_ID,Full_Name,Gender,DOB,Age,Aadhaar_No,PAN_No,Email,Phone,Address,Account_Type,Account_Balance,Monthly_Income_Bracket,Loan_Amount,Credit_Score,Transaction_Type,Transaction_Amount,Transaction_Date,Branch_ID,Spending_Category,Fraud_Flag,Risk_Category,Suspicious_Activity,Consent_Flag,Consent_Date,Data_Source
,,Female,,76.64189660759912,474785552596.062,,,,,Savings,921746.3126040513,<50K,777150.7822225566,364.9248408442241,Bill Payment,35754.04373049966,,B004,Bills,Yes,High,Yes,Yes,,Branch Visit
,,Female,,27.602237676886876,336360838291.1172,,,,,Current,2684690.0785765555,>10L,846678.2553837127,747.4073754627887,Deposit,11431.163097420085,,B001,Bills,No,Low,No,No,,Credit Bureau
,,Other,,66.35242224682275,-69878750899.33472,,,,,Current,-281596.80223370856,1L-5L,,566.40733210391,Deposit,44248.999916223256,,B003,Health,No,Medium,No,Yes,,ATM
,,Other,,54.47565314350262,645870439719.6367,,,,,Loan,308648.837772396,50K-1L,,565.726240197933,Transfer,48935.02489945737,,B005,Investment,Yes,Low,No,No,,Credit Bureau
,,Female,,25.606175176555297,-63447207663.996216,,,,,Current,603559.5016792533,5L-10L,,462.28314316342244,Deposit,-257.2593226066441,,B002,Bills,Yes,Medium,No,No,,Branch Visit
,,Male,,98.98242429901713,396403570495.82654,,,,,Fixed Deposit,19484.776200166845,50K-1L,2093289.779023504,996.3416679958098,Investment,33343.04251266023,,B002,Travel,No,High,No,Yes,,Mobile Banking
,,Other,,19.649487067309757,1046694507571.5988,,,,,Credit,825424.3420126518,1L-5L,,682.8307523972459,Bill Payment,26650.68183738025,,B005,Bills,No,Medium,No,No,,ATM
,,Male,,64.02763281711101,889916153715.9021,,,,,Credit,453373.622528439,<50K,1081205.814587065,215.99485092334967,Bill Payment,28000.77987997298,,B004,Shopping,No,Medium,No,Yes,,ATM
,,Other,,50.71594918877322,1006321283596.0123,,,,,Credit,692539.2891967685,5L-10L,,107.85497478892398,Transfer,33244.74054748891,,B003,Bills,No,Low,No,Yes,,Branch Visit
,,Female,,40.26386778745848,415218722638.38763,,,,,Current,485925.9152084815,1L-5L,1515877.4347642404,675.1761912846833,Deposit,4426.832598906231,,B002,Investment,No,Low,No,Yes,,Mobile Banking
,,Other,,73.23576190854425,872471281315.3022,,,,,Loan,542330.0263775557,>10L,1138514.7683706726,951.850801679912,Bill Payment,20174.09368717066,,B001,Travel,Yes,Medium,No,Yes,,ATM
,,Male,,82.32296472877188,589568290671.7876,,,,,Current,396383.7939901063,<50K,,863.5134648997977,Loan EMI,11027.520789314382,,B005,Travel,Yes,High,No,Yes,,Mobile Banking
,,Other,,1.940452077185732,159996595600.84055,,,,,Credit,110624.04412234071,50K-1L,,551.6281077443639,Bill Payment,29674.338103604598,,B004,Travel,No,High,No,No,,Branch Visit
,,Female,,4.071191886488009,386230418574.7914,,,,,Savings,365694.6112170009,<50K,,493.43196139251916,Withdrawal,48073.351886204066,,B005,Shopping,No,Low,No,No,,ATM
,,Female,,40.60961195005828,1633311469469.7407,,,,,Fixed Deposit,734086.3822602226,50K-1L,,610.0259833135552,Bill Payment,49144.10133190469,,B003,Shopping,No,High,No,No,,Branch Visit
,,Female,,91.14248801003151,587852907661.1633,,,,,Loan,609206.2525894155,1L-5L,,365.38271984102096,Investment,14745.524844522888,,B004,Travel,Yes,Low,No,No,,ATM
,,Female,,42.01305311138502,304421502642.5794,,,,,Credit,-292385.0800467851,1L-5L,1771719.6641485372,783.5833140771641,Loan EMI,43301.82522317015,,B001,Investment,No,High,Yes,No,,NetBanking
,,Other,,54.938096691603434,-37011625748.2807,,,,,Credit,161953.22566491913,>10L,962368.1352967646,693.4154384545659,Deposit,-12875.476269673101,,B003,Investment,No,Medium,No,Yes,,Branch Visit
,,Male,,76.92550673754336,499341385752.9452,,,,,Current,536151.6349183107,>10L,,526.2467150437515,Withdrawal,41181.45589016612,,B003,Bills,No,High,Yes,No,,Mobile Banking
,,Male,,58.42518346106599,347769994188.4605,,,,,Loan,223785.7762513815,1L-5L,,693.2274586749426,Deposit,29709.62977159832,,B002,Bills,No,Low,No,Yes,,NetBanking
,,Male,,52.825791291006865,1697040410011.9033,,,,,Loan,729646.2855252684,>10L,,594.4669622493192,Loan EMI,-4051.770504154183,,B001,Bills,Yes,Medium,No,Yes,,Branch Visit
,,Female,,13.190131273860644,302142056586.22595,,,,,Savings,656137.5757292663,5L-10L,1711622.5238319957,546.1464181331808,Loan EMI,20460.65275403778,,B001,Health,Yes,Low,No,Yes,,Branch Visit
,,Female,,91.62851713407365,1324004085532.081,,,,,Loan,581009.6187690268,<50K,,606.5737404559878,Bill Payment,52532.067536513205,,B001,Investment,Yes,High,No,Yes,,ATM
,,Female,,68.2322461478235,676719134988.5139,,,,,Loan,437503.51597801584,5L-10L,1565214.8104369899,608.8663219046125,Bill Payment,-26016.820614165554,,B001,Investment,No,High,No,No,,NetBanking
,,Female,,80.8586112927125,365434494332.49585,,,,,Current,429285.1203714751,>10L,,770.7537880489425,Deposit,40928.84372003404,,B004,Travel,No,Medium,No,Yes,,NetBanking
,,Other,,12.803316947018399,1208638884280.211,,,,,Credit,1099311.0835528814,1L-5L,,383.2191700273043,Transfer,13863.524529568045,,B003,Bills,Yes,Low,No,No,,Credit Bureau
,,Other,,-0.8780384165241735,-452592709747.1333,,,,,Loan,834727.87336861,5L-10L,773445.923074126,438.10558324468354,Loan EMI,43673.928022985856,,B004,Health,Yes,High,Yes,Yes,,NetBanking
,,Male,,40.271132701448145,450067884249.34,,,,,Loan,575586.843295703,<50K,,194.38965337979587,Deposit,46454.21210061582,,B003,Investment,No,High,No,No,,Branch Visit
,,Female,,45.35077014694421,544678727755.4624,,,,,Fixed Deposit,553274.2597625232,>10L,,988.6299599280654,Transfer,13102.040720976427,,B002,Shopping,No,Medium,No,No,,Branch Visit
,,Other,,45.67436562639348,697054610760.4398,,,,,Fixed Deposit,100101.84536120706,5L-10L,2431969.293101784,500.8688460873274,Bill Payment,14261.07741618059,,B002,Investment,No,Medium,No,No,,Branch Visit
,,Other,,53.40719131536828,76810751929.22253,,,,,Loan,892613.0184280515,>10L,671001.6582949591,352.2725824458507,Investment,10726.55818298769,,B005,Health,No,Medium,No,Yes,,Credit Bureau
,,Female,,46.87605133099802,610912706865.744,,,,,Current,34073.067651109704,<50K,977689.4207954607,529.5123471560016,Bill Payment,16349.73258450819,,B001,Shopping,No,High,No,No,,NetBanking
,,Other,,82.49347905240865,282102592634.329,,,,,Credit,607404.7434109037,<50K,666429.2610571003,755.735949894427,Bill Payment,3833.9732124233833,,B002,Travel,Yes,Low,No,Yes,,Mobile Banking
,,Male,,94.74555529476218,391517795625.41406,,,,,Credit,598433.3701865828,<50K,2251567.2034074683,417.23287946753396,Loan EMI,70854.23994028517,,B001,Investment,No,Low,No,No,,NetBanking
,,Female,,33.29206487853859,430778545654.48267,,,,,Savings,718457.0565089624,>10L,-706360.8638318509,178.6432682677959,Deposit,26441.326794171633,,B004,Shopping,No,Low,No,No,,NetBanking
,,Other,,88.83217421280162,1074630640527.9298,,,,,Savings,5551.681753637909,5L-10L,,1266.0796213972053,Investment,15634.461931539476,,B002,Shopping,Yes,High,Yes,Yes,,Mobile Banking
,,Male,,37.918876265591116,616088317152.0627,,,,,Savings,218629.16777639886,>10L,,583.1491769350346,Withdrawal,-45667.110892824625,,B003,Shopping,No,Low,No,Yes,,NetBanking
,,Female,,75.4035630831129,491901970744.63007,,,,,Current,1656792.8984622657,<50K,,979.8734333970681,Transfer,15127.768842580552,,B002,Bills,Yes,High,Yes,No,,Mobile Banking
,,Male,,48.05850116161521,558317746492.9722,,,,,Current,236764.2069394699,<50K,,772.5601803447698,Bill Payment,41203.164405627256,,B003,Shopping,Yes,Low,No,No,,Mobile Banking
,,Female,,78.5960560648976,1218149808861.3062,,,,,Credit,684992.0806166223,5L-10L,,522.7893701762546,Bill Payment,12724.980170066437,,B003,Health,Yes,High,No,No,,Mobile Banking
,,Female,,45.13767513291162,1152724187288.6099,,,,,Current,-34901.32382337144,<50K,,439.72718122661,Withdrawal,46498.77449055282,,B005,Bills,Yes,High,Yes,Yes,,NetBanking
,,Other,,89.44584578698377,-154797060286.17468,,,,,Current,41057.08763304721,1L-5L,,370.8864240583009,Deposit,15909.87952612931,,B005,Bills,No,Low,No,No,,Branch Visit
,,Female,,40.835983781484,863490822837.323,,,,,Current,1081239.700203613,50K-1L,,574.6073212892197,Bill Payment,-16362.484425679559,,B001,Travel,No,Low,No,Yes,,ATM
,,Female,,16.493223664419318,310304814331.73535,,,,,Credit,129601.10273804783,>10L,,357.87536596381346,Investment,20268.68405757595,,B005,Bills,No,Medium,No,Yes,,Branch Visit
,,Other,,99.8209854630727,779217099445.5901,,,,,Fixed Deposit,959275.6945611443,5L-10L,,520.9740166168115,Investment,17784.903891295555,,B005,Travel,No,High,No,No,,Mobile Banking
,,Male,,66.0617584285198,209831426340.99377,,,,,Credit,-238694.8941926979,<50K,,96.3517369235347,Withdrawal,-7888.555774414719,,B003,Shopping,No,Medium,No,Yes,,Mobile Banking
,,Other,,34.941408208242876,787295930215.3104,,,,,Current,189151.91944539815,50K-1L,2812361.650178308,827.1557833499888,Transfer,25679.0572238789,,B001,Investment,Yes,Low,No,Yes,,Mobile Banking
,,Female,,66.34187101891862,445015160668.21014,,,,,Loan,200486.1816451343,1L-5L,1989579.3951258266,810.1538441739601,Bill Payment,37386.24163066637,,B004,Shopping,No,Medium,No,No,,ATM
,,Other,,60.19198402558881,955368016880.715,,,,,Fixed Deposit,708103.267301965,>10L,,374.2064161916441,Loan EMI,-21917.19888819159,,B004,Health,Yes,Medium,No,Yes,,Credit Bureau
,,Male,,77.83997667541698,-101197764862.44763,,,,,Fixed Deposit,-282700.5280068558,>10L,,300.6858286211957,Withdrawal,22830.39744062606,,B005,Shopping,Yes,Low,No,No,,NetBanking
,,Female,,-7.294452277020291,1029442799642.5725,,,,,Current,227321.16805591938,1L-5L,,482.7203571108139,Transfer,71583.89553892794,,B004,Shopping,Yes,Medium,No,No,,Branch Visit
,,Female,,74.26759261754887,390894947505.6097,,,,,Current,776601.8046020388,1L-5L,,815.8656024863101,Deposit,18534.534117027346,,B003,Investment,No,High,No,Yes,,Mobile Banking
,,Male,,78.88690908572788,650289661378.02,,,,,Loan,718275.7462570248,50K-1L,,974.8075790489627,Withdrawal,24020.646760171887,,B003,Bills,No,Medium,No,Yes,,NetBanking
,,Male,,36.25618219937925,1097007462898.794,,,,,Current,444340.14233261615,<50K,,338.7134768959562,Bill Payment,38922.14905690098,,B001,Shopping,Yes,Low,No,Yes,,Credit Bureau
,,Other,,53.828031467944626,281127372880.70087,,,,,Loan,460709.18749435793,<50K,,553.9881737267739,Investment,28193.36845941963,,B004,Investment,No,Medium,No,Yes,,Branch Visit
,,Female,,30.571959235709212,920849456796.7308,,,,,Savings,615611.56129396,<50K,1234149.4492943902,610.291279773822,Withdrawal,22402.531326365566,,B002,Bills,No,Medium,No,No,,ATM
,,Other,,60.55097490180328,1146118190679.9995,,,,,Current,352240.49806999555,50K-1L,124030.60152842698,450.83720903969373,Bill Payment,-740.4938743176244,,B002,Travel,No,Low,No,Yes,,Credit Bureau
,,Male,,81.06079048357716,122336385777.80792,,,,,Fixed Deposit,105870.36566904263,>10L,,188.96632839291462,Transfer,7755.748997586807,,B002,Shopping,Yes,Medium,No,Yes,,Branch Visit
,,Male,,30.487826460313347,1002234503888.9448,,,,,Credit,472241.1124265124,<50K,-193665.50029812707,797.1925689181594,Withdrawal,21835.127202672586,,B002,Travel,Yes,Medium,No,No,,Mobile Banking
,,Female,,34.669464605775815,889691128052.5786,,,,,Fixed Deposit,425953.52438546275,5L-10L,,436.18374574440764,Bill Payment,26063.528974675733,,B003,Investment,Yes,Medium,No,Yes,,NetBanking
,,Other,,22.57739428996964,-70595156508.75995,,,,,Loan,709051.5196210825,1L-5L,454705.5578014073,534.2706861973335,Transfer,19213.759320384608,,B005,Bills,No,Medium,No,No,,ATM
,,Female,,43.826914261049986,488229613616.2226,,,,,Current,330972.33193069475,50K-1L,3041992.1245061527,625.2472211470005,Bill Payment,49579.231525655705,,B002,Health,No,High,Yes,No,,Branch Visit
,,Male,,37.700438068678906,241247478666.78958,,,,,Credit,490866.2484649622,>10L,,569.1928185197936,Withdrawal,71007.49079734043,,B003,Health,Yes,Low,No,No,,Credit Bureau
,,Male,,19.17074838422468,295759906525.5156,,,,,Loan,1539611.5399273126,5L-10L,,575.1437610535536,Deposit,64152.154613125625,,B005,Travel,No,Medium,No,No,,Branch Visit
,,Female,,30.01831292494719,933477644243.7382,,,,,Fixed Deposit,536803.3237648362,5L-10L,,463.4713719600081,Bill Payment,13575.995141980213,,B002,Shopping,No,Medium,No,Yes,,NetBanking
,,Male,,23.361865498378652,-442564202735.0641,,,,,Loan,-17245.13806215659,<50K,,397.24804043090205,Bill Payment,14710.986982183043,,B005,Health,Yes,Medium,No,Yes,,Credit Bureau
,,Other,,87.12925281036858,601197664016.5419,,,,,Savings,870973.7027722797,<50K,,412.0863877699922,Deposit,65199.46550656203,,B002,Health,Yes,Medium,No,No,,Mobile Banking
,,Female,,59.08670536172105,135273952236.82755,,,,,Fixed Deposit,125740.80250704708,5L-10L,,514.3170730457665,Withdrawal,12063.682318577838,,B002,Shopping,Yes,Medium,No,Yes,,Mobile Banking
,,Female,,44.47434968010424,1250279006471.8105,,,,,Loan,975225.6885069339,5L-10L,,665.4752955436713,Withdrawal,23384.32193919202,,B005,Bills,Yes,Medium,No,No,,Mobile Banking
,,Male,,28.96111633610257,1417995740677.2925,,,,,Savings,1070786.9420773494,<50K,,356.49744051019763,Bill Payment,1235.8631120726443,,B002,Bills,Yes,Medium,No,No,,Mobile Banking
,,Other,,77.88857525924372,343239714522.3867,,,,,Fixed Deposit,730943.8198667713,>10L,66506.73857574549,709.4500047091339,Bill Payment,-547.7426085591105,,B005,Health,Yes,Medium,No,Yes,,Branch Visit
,,Other,,33.813797677938645,742652332779.2314,,,,,Credit,132750.8041770662,1L-5L,2860252.516066185,318.4809172961473,Investment,52476.43696846162,,B004,Shopping,No,Low,No,Yes,,Branch Visit
,,Male,,42.49014997981274,743739585995.7637,,,,,Current,773047.4846131318,>10L,,714.5023133250091,Transfer,42254.20690389852,,B005,Investment,Yes,High,Yes,No,,Branch Visit
,,Female,,77.24037695180887,-68155951956.22937,,,,,Loan,372678.95624865533,>10L,327489.24800911685,621.0236794459931,Withdrawal,26039.605385972252,,B005,Travel,Yes,Low,No,No,,NetBanking
,,Other,,56.11032720528284,588462602286.152,,,,,Credit,272031.3422641547,>10L,113846.37733160103,851.9791486360036,Investment,36525.000290459815,,B003,Health,Yes,High,Yes,No,,Credit Bureau
,,Male,,53.36063538939375,280466632689.2856,,,,,Fixed Deposit,630717.4395777105,5L-10L,,902.1732370563091,Loan EMI,52002.855747306254,,B004,Travel,No,Medium,No,No,,ATM
,,Male,,89.39188181741842,554628600564.1835,,,,,Fixed Deposit,540711.0742715576,>10L,628044.6328564114,570.312781842169,Deposit,46309.25382075999,,B005,Bills,Yes,Low,No,No,,Branch Visit
,,Other,,71.07407624301051,158678618420.09027,,,,,Loan,1178596.1456202131,5L-10L,1309498.6073525746,105.11076144893497,Transfer,16441.423608034987,,B004,Shopping,Yes,Low,No,No,,Credit Bureau
,,Other,,58.39308649776905,615477832070.2393,,,,,Savings,920109.2582545187,50K-1L,-60183.16922273324,797.8007219862619,Deposit,-6061.4868293065265,,B004,Shopping,No,High,No,No,,Credit Bureau
,,Female,,74.8608251991927,557794586366.9149,,,,,Credit,746517.3099307665,1L-5L,,770.5856015258287,Investment,-9589.728352858296,,B005,Travel,No,Medium,No,Yes,,Credit Bureau
,,Male,,75.29560450468136,1492902914490.827,,,,,Loan,994768.911673414,<50K,55064.70480104358,1086.9367226281222,Loan EMI,1406.3310977595374,,B001,Shopping,Yes,Low,No,Yes,,Credit Bureau
,,Other,,56.71159041498471,480208432806.3127,,,,,Current,383860.7130909581,5L-10L,,617.9601614257475,Deposit,16021.82799799503,,B004,Shopping,Yes,Medium,No,Yes,,NetBanking
,,Male,,9.871531230414881,-914525773399.4713,,,,,Current,686372.266428921,1L-5L,,949.8017837590694,Deposit,3060.1241182840786,,B002,Shopping,Yes,High,No,Yes,,Credit Bureau
,,Other,,82.83068472198615,-213184160748.7,,,,,Loan,249237.8518755767,5L-10L,1475007.7770058871,500.49387265776465,Withdrawal,55011.54297401149,,B004,Shopping,Yes,Medium,No,Yes,,ATM
,,Male,,20.54299920108253,296391424632.9531,,,,,Credit,371868.3326782848,5L-10L,,667.5525858421666,Bill Payment,-13332.772356854482,,B005,Shopping,Yes,Low,No,Yes,,Mobile Banking
,,Other,,57.99820345405149,408965610607.71075,,,,,Credit,827104.9490042708,50K-1L,420071.87507214415,540.5012588166791,Investment,25771.46670826955,,B002,Health,Yes,High,No,No,,Credit Bureau
,,Male,,72.95511807103527,752176043457.7676,,,,,Current,665158.6162731102,5L-10L,,494.49304107749873,Investment,-14152.963684426506,,B003,Health,No,Medium,No,No,,Credit Bureau
,,Male,,73.37147453735788,664662033709.6509,,,,,Credit,615918.3503703398,50K-1L,,963.9799491902694,Loan EMI,41080.49676921429,,B001,Travel,No,Medium,No,Yes,,Branch Visit
,,Male,,45.212603897514256,190178093841.78754,,,,,Credit,710418.0281857455,<50K,,461.4057171657086,Bill Payment,-20535.27421736076,,B001,Shopping,No,Low,No,Yes,,NetBanking
,,Other,,29.980164673065623,828941055394.2902,,,,,Loan,1664697.145918372,50K-1L,,864.3321878601246,Withdrawal,-27496.40694458427,,B003,Investment,No,Medium,No,No,,NetBanking
,,Male,,102.78852792947691,622806315904.9441,,,,,Fixed Deposit,415175.84092920565,5L-10L,1775487.1184464614,1117.5425059939025,Bill Payment,22513.567837404797,,B005,Bills,Yes,High,No,No,,NetBanking
,,Male,,7.162830756346395,948015974335.49,,,,,Current,-444172.89273447555,<50K,434084.648629172,571.8557068448456,Bill Payment,8730.216104136432,,B001,Shopping,Yes,Medium,No,No,,NetBanking
,,Male,,71.37602299724576,922633167452.7867,,,,,Loan,-496028.5507506787,>10L,,474.8881961874596,Loan EMI,5300.777964824085,,B001,Bills,Yes,High,No,No,,Mobile Banking
,,Male,,33.74281014669025,494982478745.5626,,,,,Current,911357.8684957124,50K-1L,,513.4803396924133,Transfer,9044.855246814319,,B003,Investment,Yes,High,No,Yes,,Mobile Banking
,,Other,,11.711296905409602,1165319072589.4346,,,,,Savings,409625.64844679367,<50K,,894.7542566548348,Bill Payment,16931.31435872944,,B003,Investment,No,Medium,No,Yes,,Branch Visit
,,Male,,43.84699736449664,467428823493.82556,,,,,Savings,500328.3635028017,5L-10L,,1092.3893373151402,Deposit,39890.751863620564,,B004,Health,Yes,High,No,Yes,,Branch Visit
,,Other,,82.35072386767106,534960785774.05115,,,,,Current,1521983.586517686,1L-5L,1731178.7972010165,711.3179882235518,Loan EMI,-14055.824379098329,,B002,Travel,No,High,No,No,,Branch Visit
,,Female,,77.27716374297096,474023978971.5969,,,,,Current,900946.196392254,1L-5L,,754.033617643611,Transfer,39363.32873589875,,B002,Shopping,No,High,Yes,No,,NetBanking
,,Other,,76.44242969370981,364809513687.68646,,,,,Loan,517061.38142432424,1L-5L,,532.9590731572873,Investment,41609.648534756314,,B002,Health,Yes,Low,No,No,,Credit Bureau
,,Other,,83.73627664430705,1359221365643.224,,,,,Fixed Deposit,588267.4920130592,<50K,,682.1444097157804,Withdrawal,39889.47889738159,,B001,Travel,No,Low,No,No,,ATM
,,Female,,50.77840671883549,362161771184.8038,,,,,Fixed Deposit,1452673.3410137952,5L-10L,,373.6082008863,Withdrawal,105332.44096118333,,B003,Travel,Yes,Low,No,No,,NetBanking
,,Female,,41.19516971849083,165964796302.4154,,,,,Fixed Deposit,-78099.80226558527,<50K,,572.9314685711198,Withdrawal,71463.33229281926,,B003,Bills,Yes,High,No,Yes,,Credit Bureau
,,Other,,25.890872240197886,1267026524695.8398,,,,,Current,288609.91566764243,5L-10L,2362319.4160790555,367.80626234645604,Transfer,36627.30631417932,,B003,Shopping,No,High,Yes,Yes,,Credit Bureau
,,Other,,53.84622109041121,1164642307152.9265,,,,,Fixed Deposit,247780.36450226099,1L-5L,-195874.15757093672,745.9616489432797,Transfer,7450.844032924105,,B003,Investment,Yes,Low,No,No,,Credit Bureau
,,Other,,46.35611327288146,942694183348.2689,,,,,Loan,791999.9127491543,5L-10L,,296.90349343650314,Bill Payment,15354.888904902964,,B003,Bills,No,Low,No,Yes,,ATM
,,Other,,0.16789010061032883,1145960807637.279,,,,,Fixed Deposit,443889.65672123665,5L-10L,1627265.464501694,471.7463242855832,Deposit,19411.325099476104,,B003,Health,No,Medium,No,Yes,,ATM
,,Female,,38.85823618896745,400551761842.40967,,,,,Credit,479653.2539246191,50K-1L,-789324.0102845194,425.94881963140404,Transfer,67142.73878857696,,B002,Travel,No,High,Yes,Yes,,Branch Visit
,,Other,,17.185482591201705,689691301345.0983,,,,,Credit,-190302.01771693653,<50K,,288.0745511187906,Withdrawal,12010.666910376713,,B001,Travel,Yes,Medium,No,No,,Branch Visit
,,Female,,57.482484146017626,942955589555.4993,,,,,Savings,-47435.58351701929,>10L,2081404.4589341558,777.091962116809,Investment,44384.5780058652,,B004,Travel,Yes,Low,No,Yes,,NetBanking
,,Male,,50.7977186669937,382187301746.8492,,,,,Current,455101.5761448372,>10L,,545.2580065705919,Deposit,43227.99001495795,,B001,Travel,Yes,High,No,Yes,,Mobile Banking
,,Other,,59.411111336789176,-2798444077.8280945,,,,,Credit,715906.0409925645,50K-1L,,632.4622028194811,Deposit,70461.98181245757,,B001,Travel,No,Medium,No,Yes,,Credit Bureau
,,Female,,75.24136264318723,744746930357.9727,,,,,Loan,727595.8269064762,<50K,,-311.56923832167774,Bill Payment,-2248.6796441428705,,B001,Health,No,Low,No,No,,Branch Visit
,,Other,,87.35533284727072,99717140889.3042,,,,,Savings,123865.33641970213,50K-1L,,424.1612502091801,Loan EMI,26490.42671719272,,B005,Travel,Yes,Low,No,Yes,,ATM
,,Other,,61.79399067387455,316149303159.902,,,,,Current,487777.03042412776,>10L,,409.25864586859916,Withdrawal,3093.027661402386,,B004,Bills,Yes,Medium,No,Yes,,ATM
,,Female,,135.52021955802815,79759680909.99615,,,,,Loan,478685.4424127539,<50K,1356200.904982634,416.84912106406875,Deposit,40639.851815443544,,B003,Investment,No,Medium,No,No,,Credit Bureau
,,Male,,33.585323906142285,271460019616.50986,,,,,Credit,1779607.3474030264,<50K,1217498.8055592852,736.9704385180864,Deposit,-11071.117095356502,,B005,Travel,No,Medium,No,Yes,,Mobile Banking
,,Male,,40.893955572146936,650418295781.6669,,,,,Current,213424.86975891548,5L-10L,,500.2429247574885,Bill Payment,47353.09020146332,,B004,Travel,No,Low,No,Yes,,Mobile Banking
,,Other,,2.018787302177497,529998989599.37256,,,,,Fixed Deposit,680800.7840334857,>10L,600184.3625655521,591.3311913525154,Deposit,34646.13273252205,,B005,Shopping,Yes,High,Yes,Yes,,ATM
,,Female,,16.552623594574847,1060288520956.8933,,,,,Credit,40552.687693681895,1L-5L,,470.1669083723913,Deposit,21456.611928865583,,B004,Health,No,Low,No,Yes,,ATM
,,Female,,20.48977971920785,67708303032.526245,,,,,Savings,1118541.7882645775,5L-10L,1611404.5000069763,583.027137759229,Deposit,37500.005448644486,,B001,Shopping,Yes,Low,No,Yes,,Credit Bureau
,,Female,,69.8528060549188,637530033342.9335,,,,,Fixed Deposit,-477430.1965956682,<50K,1684877.1333926911,356.76301220850866,Withdrawal,43193.496902179504,,B002,Bills,Yes,Medium,No,No,,ATM
,,Male,,104.58519428482364,806033280062.7964,,,,,Credit,847450.751763144,>10L,190543.19342669286,910.0120890234615,Loan EMI,55760.20558246918,,B004,Shopping,Yes,Low,No,Yes,,Credit Bureau
,,Male,,-11.87935412962252,566293429712.7418,,,,,Credit,500986.35554422415,50K-1L,,866.405248281109,Loan EMI,-5817.196891933552,,B004,Investment,Yes,Low,No,No,,Branch Visit
,,Female,,9.12900998249802,884282881546.4762,,,,,Current,365047.9134194211,1L-5L,690723.5175741407,478.62118002541234,Loan EMI,16667.1255868219,,B002,Investment,No,Low,No,No,,ATM
,,Other,,82.1215641985666,414286965900.64795,,,,,Savings,194974.1539369967,5L-10L,,531.7356748385462,Loan EMI,12301.78266212886,,B004,Health,No,Medium,No,Yes,,Credit Bureau
,,Male,,38.660924128816404,690995665197.8699,,,,,Savings,757031.6342883765,50K-1L,,546.4863643077961,Deposit,-40918.41865484648,,B001,Travel,Yes,High,No,Yes,,NetBanking
,,Male,,74.72070112334603,915384133975.6835,,,,,Savings,-250491.23688296345,<50K,,523.4032774702431,Investment,29234.315267597158,,B003,Bills,No,Low,No,No,,NetBanking
,,Other,,80.74557374933553,1135579682137.0806,,,,,Current,660919.6454620042,<50K,,738.2978607431006,Deposit,739.884719869624,,B003,Travel,Yes,Low,No,No,,NetBanking
,,Female,,26.412740193642666,583973328776.5051,,,,,Savings,1073742.1665823527,5L-10L,1884344.1396064183,725.7225002930554,Deposit,-4947.324940602568,,B002,Bills,No,Low,No,No,,Credit Bureau
,,Other,,36.49221346432807,500907057233.80396,,,,,Fixed Deposit,226302.57696571475,1L-5L,,187.70428122182346,Bill Payment,28566.017884814828,,B005,Bills,Yes,Medium,No,Yes,,ATM
,,Female,,63.424766435679025,505735019590.3024,,,,,Fixed Deposit,-6489.625539034007,50K-1L,,404.5097817393355,Deposit,18814.546860490223,,B003,Bills,No,Low,No,Yes,,Mobile Banking
,,Male,,58.84692357733677,370649112335.12744,,,,,Fixed Deposit,714082.7426530072,1L-5L,,506.1275460882866,Loan EMI,15412.892731633572,,B002,Investment,No,Medium,No,Yes,,ATM
,,Other,,43.59003471968153,470836241400.4504,,,,,Credit,519048.69501820387,>10L,1385176.581130939,278.15446067519713,Withdrawal,-2047.5934294116823,,B002,Travel,No,Low,No,No,,Mobile Banking
,,Other,,27.307299495360724,-589472787098.1276,,,,,Fixed Deposit,156526.61313197957,>10L,,521.6254324082915,Withdrawal,10259.482927182537,,B005,Shopping,No,Low,No,No,,Credit Bureau
,,Other,,39.21225397002115,197839054881.1286,,,,,Current,515703.4952723789,<50K,,636.042147487671,Investment,19259.94048099975,,B002,Health,No,Medium,No,Yes,,Credit Bureau
,,Female,,75.21118044666535,450735033792.157,,,,,Fixed Deposit,766310.9282038591,50K-1L,1045633.3653896358,729.2932790255725,Transfer,27356.32095445871,,B005,Health,No,Low,No,No,,NetBanking
,,Male,,64.74841805944192,756103184441.6033,,,,,Current,542336.1069548095,<50K,,742.125188264512,Deposit,43648.30055526137,,B002,Investment,No,High,No,No,,Branch Visit
,,Male,,42.55779456083499,641831616482.639,,,,,Loan,-114687.5062823139,<50K,-285958.8880822862,694.4226069460736,Bill Payment,-5171.561707956438,,B004,Shopping,No,Medium,No,No,,Branch Visit
,,Female,,98.84370930334435,714240602224.0352,,,,,Savings,210831.5077570083,1L-5L,,561.6074034386432,Investment,37386.0599749765,,B002,Shopping,No,Medium,No,No,,NetBanking
,,Female,,10.416205339123131,292416151437.5069,,,,,Fixed Deposit,928976.541111321,>10L,225561.25380364663,292.4492599064068,Loan EMI,-9641.403518338648,,B003,Bills,No,High,No,No,,Branch Visit
,,Female,,60.994839795202104,285143696766.059,,,,,Savings,1041970.021671517,>10L,1796285.3042718645,657.7292832632668,Investment,33390.06997886418,,B002,Bills,Yes,High,Yes,No,,Credit Bureau
,,Other,,72.7055526509945,430174470029.2821,,,,,Current,-9732.632301479724,5L-10L,1214385.0414486218,962.8920670375668,Bill Payment,90526.17925594104,,B001,Shopping,No,High,Yes,No,,Credit Bureau
